GID	SYMBOL	GENENAME
aug_v2a.13499	v1g212276	Predicted protein
aug_v2a.05407	Ocin01_06380	Transmembrane protein
aug_v2a.11328	Npffr2	Neuropeptide FF receptor 2
aug_v2a.13041	Npffr2	Neuropeptide FF receptor 2
aug_v2a.10767	Npffr2	Neuropeptide FF receptor 2
aug_v2a.19646	Npffr2	Neuropeptide FF receptor 2
aug_v2a.18134	Npffr2	Neuropeptide FF receptor 2
aug_v2a.18133	Npffr2	Neuropeptide FF receptor 2
aug_v2a.17531	ptprf	Receptor-type tyrosine-protein phosphatase F
aug_v2a.03674	v1g136229	Predicted protein (Fragment)
aug_v2a.18703	Ptprd	Receptor-type tyrosine-protein phosphatase delta
aug_v2a.22406	Ptprd	Receptor-type tyrosine-protein phosphatase delta
aug_v2a.07290	Ptprd	Receptor-type tyrosine-protein phosphatase delta
aug_v2a.10209	Ptprd	Receptor-type tyrosine-protein phosphatase delta
aug_v2a.22685	XELAEV_18006812mg	Uncharacterized protein
aug_v2a.22878	v1g200061	Predicted protein
aug_v2a.19531	v1g186594	Predicted protein
aug_v2a.08736	OCBIM_22001044mg	Uncharacterized protein
aug_v2a.22530	MTMR8	Myotubularin-related protein 8
aug_v2a.20056	MTMR8	Myotubularin-related protein 8
aug_v2a.07831	AVL9	Late secretory pathway protein AVL9-like
aug_v2a.16490	Mfsd1	Major facilitator superfamily domain-containing protein 1
aug_v2a.15840	MFSD12	Major facilitator superfamily domain-containing protein 12
aug_v2a.19622	Mfsd8	Major facilitator superfamily domain-containing protein 8
aug_v2a.23247	Slc16a10	Monocarboxylate transporter 10
aug_v2a.11358	slc16a12	Monocarboxylate transporter 12
aug_v2a.12954	Slc16a2	Monocarboxylate transporter 8
aug_v2a.23446	Slc16a2	Monocarboxylate transporter 8
aug_v2a.20810	Slc16a2	Monocarboxylate transporter 8
aug_v2a.18974	v1g201119	Predicted protein
aug_v2a.19427	spin	Protein spinster
aug_v2a.19799	spin	Protein spinster
aug_v2a.11783	slc46a1	Proton-coupled folate transporter
aug_v2a.20197	slc25a43	Solute carrier family 25 member 43
aug_v2a.12276	mfsd7-A	Major facilitator superfamily domain-containing protein 7-a
aug_v2a.19849	mfsd1	Major facilitator superfamily domain-containing protein 1
aug_v2a.11088	Mfsd4	Major facilitator superfamily domain-containing protein 4
aug_v2a.17855	frrs1	Putative ferric-chelate reductase 1
aug_v2a.01567	frrs1	Putative ferric-chelate reductase 1
aug_v2a.17396	v1g243793	Predicted protein
aug_v2a.01181	Rnf145	RING finger protein 145
aug_v2a.09717	Rnf145	RING finger protein 145
aug_v2a.20983	Tmem199	Transmembrane protein 199
aug_v2a.10333	MVLG_04587	Uncharacterized protein
aug_v2a.12208	v1g80445	Predicted protein (Fragment)
aug_v2a.12209	slc23a2	Solute carrier family 23 member 2
aug_v2a.12181	Ptchd3	Patched domain-containing protein 3
aug_v2a.12291	Ptchd3	Patched domain-containing protein 3
aug_v2a.12904	Ptchd3	Patched domain-containing protein 3
aug_v2a.12905	Ptchd3	Patched domain-containing protein 3
aug_v2a.00564	Ptchd3	Patched domain-containing protein 3
aug_v2a.17566	Ptchd3	Patched domain-containing protein 3
aug_v2a.16845	Ptchd3	Patched domain-containing protein 3
aug_v2a.16846	Ptchd3	Patched domain-containing protein 3
aug_v2a.12942	Ptchd3	Patched domain-containing protein 3
aug_v2a.00563	Ptchd3	Patched domain-containing protein 3
aug_v2a.20909	v1g213261	Predicted protein
aug_v2a.06392	cckar	Cholecystokinin receptor
aug_v2a.04194	ire-1	Serine/threonine-protein kinase/endoribonuclease ire-1
aug_v2a.12994	PLCB1	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1"
aug_v2a.18987	URED	Urease accessory protein D
aug_v2a.07244	UREF	Urease accessory protein F
aug_v2a.13215	URED	Urease accessory protein D
aug_v2a.21322	4CL	4-coumarate--CoA ligase
aug_v2a.12850	xrn-2	5'-3' exoribonuclease 2-like
aug_v2a.12851	g.11080	Uncharacterized protein
aug_v2a.07929	TBK1	Serine/threonine-protein kinase TBK1
aug_v2a.20219	BRAFLDRAFT_95399	Uncharacterized protein
aug_v2a.08148	Trim37	E3 ubiquitin-protein ligase TRIM37
aug_v2a.10891	Trim37	E3 ubiquitin-protein ligase TRIM37
aug_v2a.05556	tdp2	Tyrosyl-DNA phosphodiesterase 2
aug_v2a.11158	DBF4B	Protein DBF4-like B
aug_v2a.00588	CABIN1	Calcineurin-binding protein cabin-1
aug_v2a.00587	CABIN1	Calcineurin-binding protein cabin-1
aug_v2a.24139	CABIN1	Calcineurin-binding protein cabin-1
aug_v2a.06975	AWC38_SpisGene6655	DNA polymerase delta catalytic subunit
aug_v2a.15767	Pick1	PRKCA-binding protein
aug_v2a.13498	ZDHHC17	Palmitoyltransferase ZDHHC17
aug_v2a.12357	v1g11424	Predicted protein (Fragment)
aug_v2a.02350	PARK2	E3 ubiquitin-protein ligase parkin
aug_v2a.03731	URB2	Unhealthy ribosome biogenesis protein 2-like
aug_v2a.08097	URB2	Unhealthy ribosome biogenesis protein 2-like
aug_v2a.14017	SFMBT2	Scm-like with four MBT domains protein 2
aug_v2a.10327	Pdrg1	p53 and DNA damage-regulated protein 1
aug_v2a.24358	Pdrg1	p53 and DNA damage-regulated protein 1
aug_v2a.13035	Eif4g2	Eukaryotic translation initiation factor 4 gamma 2
aug_v2a.23186	Eif4h	Eukaryotic translation initiation factor 4H
aug_v2a.09372	Tec	Tyrosine-protein kinase Tec
aug_v2a.01981	ANKK1	Ankyrin repeat and protein kinase domain-containing protein 1
aug_v2a.23452	pats1	Putative serine/threonine-protein kinase pats1
aug_v2a.05846	ANKK1	Ankyrin repeat and protein kinase domain-containing protein 1
aug_v2a.14786	ANKK1	Ankyrin repeat and protein kinase domain-containing protein 1
aug_v2a.12225	PIP5K2	Phosphatidylinositol 4-phosphate 5-kinase 2
aug_v2a.08704	ANKK1	Ankyrin repeat and protein kinase domain-containing protein 1
aug_v2a.07989	pkwA	Putative serine/threonine-protein kinase PkwA
aug_v2a.15800	PRKAB2	5'-AMP-activated protein kinase subunit beta-2
aug_v2a.12977	pats1	Putative serine/threonine-protein kinase pats1
aug_v2a.00126	pats1	Putative serine/threonine-protein kinase pats1
aug_v2a.10341	vwkA	Alpha-protein kinase vwkA
aug_v2a.21494	ANKK1	Ankyrin repeat and protein kinase domain-containing protein 1
aug_v2a.06595	pkar	cAMP-dependent protein kinase regulatory subunit
aug_v2a.10784	pkar	cAMP-dependent protein kinase regulatory subunit
aug_v2a.24365	PKAR	cAMP-dependent protein kinase regulatory subunit
aug_v2a.16492	Eps8	Epidermal growth factor receptor kinase substrate 8
aug_v2a.01028	HYKK	Hydroxylysine kinase
aug_v2a.01027	HYKK	Hydroxylysine kinase
aug_v2a.19756	ibtk	Inhibitor of Bruton tyrosine kinase
aug_v2a.23475	MAGI2	"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2"
aug_v2a.02954	Musk	"Muscle, skeletal receptor tyrosine protein kinase"
aug_v2a.10362	PIK3AP1	Phosphoinositide 3-kinase adapter protein 1
aug_v2a.04666	pats1	Putative serine/threonine-protein kinase pats1
aug_v2a.23420	pats1	Putative serine/threonine-protein kinase pats1
aug_v2a.20115	pats1	Putative serine/threonine-protein kinase pats1
aug_v2a.19363	pats1	Putative serine/threonine-protein kinase pats1
aug_v2a.17382	pats1	Putative serine/threonine-protein kinase pats1
aug_v2a.19934	pats1	Putative serine/threonine-protein kinase pats1
aug_v2a.02785	pats1	Putative serine/threonine-protein kinase pats1
aug_v2a.03864	pats1	Putative serine/threonine-protein kinase pats1
aug_v2a.18731	pats1	Putative serine/threonine-protein kinase pats1
aug_v2a.23455	pats1	Putative serine/threonine-protein kinase pats1
aug_v2a.11504	pats1	Putative serine/threonine-protein kinase pats1
aug_v2a.05845	pats1	Putative serine/threonine-protein kinase pats1
aug_v2a.05971	pats1	Putative serine/threonine-protein kinase pats1
aug_v2a.10553	pats1	Putative serine/threonine-protein kinase pats1
aug_v2a.23419	pats1	Putative serine/threonine-protein kinase pats1
aug_v2a.02949	pats1	Putative serine/threonine-protein kinase pats1
aug_v2a.08619	pats1	Putative serine/threonine-protein kinase pats1
aug_v2a.15459	pats1	Putative serine/threonine-protein kinase pats1
aug_v2a.18162	roco4	Putative serine/threonine-protein kinase roco4
aug_v2a.01758	mbt	Serine/threonine-protein kinase PAK mbt
aug_v2a.15642	SH3KBP1	SH3 domain-containing kinase-binding protein 1
aug_v2a.24386	SKAP2	Src kinase-associated phosphoprotein 2
aug_v2a.22348	FYN	Tyrosine-protein kinase Fyn
aug_v2a.20911	SRMS	Tyrosine-protein kinase Srms
aug_v2a.03186	PRKRIR	52 kDa repressor of the inhibitor of the protein kinase
aug_v2a.10703	Zic3	Zinc finger protein ZIC 3
aug_v2a.22536	pats1	Putative serine/threonine-protein kinase pats1
aug_v2a.10446	pats1	Putative serine/threonine-protein kinase pats1
aug_v2a.21026	pats1	Putative serine/threonine-protein kinase pats1
aug_v2a.18400	pats1	Putative serine/threonine-protein kinase pats1
aug_v2a.02003	pats1	Putative serine/threonine-protein kinase pats1
aug_v2a.10214	pats1	Putative serine/threonine-protein kinase pats1
aug_v2a.17565	pats1	Putative serine/threonine-protein kinase pats1
aug_v2a.00489	pats1	Putative serine/threonine-protein kinase pats1
aug_v2a.06074	pats1	Putative serine/threonine-protein kinase pats1
aug_v2a.02483	pats1	Putative serine/threonine-protein kinase pats1
aug_v2a.01451	pats1	Putative serine/threonine-protein kinase pats1
aug_v2a.22261	pats1	Putative serine/threonine-protein kinase pats1
aug_v2a.19795	pats1	Putative serine/threonine-protein kinase pats1
aug_v2a.02575	qkgA-1	Putative serine/threonine-protein kinase qkgA
aug_v2a.23548	CSK	Tyrosine-protein kinase CSK
aug_v2a.18180	FGGY	FGGY carbohydrate kinase domain-containing protein
aug_v2a.22555	Jakmip3	Janus kinase and microtubule-interacting protein 3
aug_v2a.13109	IPMK	Inositol polyphosphate multikinase
aug_v2a.24119	Tab2	TGF-beta-activated kinase 1 and MAP3K7-binding protein 2
aug_v2a.19388	PRKRIR	52 kDa repressor of the inhibitor of the protein kinase
aug_v2a.02625	PRKRIR	52 kDa repressor of the inhibitor of the protein kinase
aug_v2a.05523	CGI_10024544	MORN repeat-containing protein 2
aug_v2a.20417	Atpalpha	Sodium/potassium-transporting ATPase subunit alpha
aug_v2a.05447	NLRC3	Protein NLRC3
aug_v2a.07620	Slc26a5	Prestin
aug_v2a.19900	ABCC1	Multidrug resistance-associated protein 1
aug_v2a.01085	Hpgd	15-hydroxyprostaglandin dehydrogenase [NAD(+)]
aug_v2a.13270	Hpgd	15-hydroxyprostaglandin dehydrogenase [NAD(+)]
aug_v2a.18083	HPGD	15-hydroxyprostaglandin dehydrogenase [NAD(+)]
aug_v2a.11288	ABCC1	Multidrug resistance-associated protein 1
aug_v2a.20625	Abcc1	Multidrug resistance-associated protein 1
aug_v2a.21890	ABCC1	Multidrug resistance-associated protein 1
aug_v2a.07676	ABCC1	Multidrug resistance-associated protein 1
aug_v2a.07677	ABCC1	Multidrug resistance-associated protein 1
aug_v2a.07395	SLC13A2	Solute carrier family 13 member 2
aug_v2a.14451	Slco4a1	Solute carrier organic anion transporter family member 4A1
aug_v2a.14365	ABCC1	Multidrug resistance-associated protein 1
aug_v2a.12054	ABCC4	Multidrug resistance-associated protein 4
aug_v2a.16906	v1g20166	Predicted protein (Fragment)
aug_v2a.01613	ABCC4	Multidrug resistance-associated protein 4
aug_v2a.16361	ABCC4	Multidrug resistance-associated protein 4
aug_v2a.08282	ABCC4	Multidrug resistance-associated protein 4
aug_v2a.21904	ABCC4	Multidrug resistance-associated protein 4
aug_v2a.02283	ABCC4	Multidrug resistance-associated protein 4
aug_v2a.22391	ABCC4	Multidrug resistance-associated protein 4
aug_v2a.02285	ABCC4	Multidrug resistance-associated protein 4
aug_v2a.06848	ABCC4	Multidrug resistance-associated protein 4
aug_v2a.24753	ABCC4	Multidrug resistance-associated protein 4
aug_v2a.22332	ABCC4	Multidrug resistance-associated protein 4
aug_v2a.14407	ABCC4	Multidrug resistance-associated protein 4
aug_v2a.14411	ABCC4	Multidrug resistance-associated protein 4
aug_v2a.18148	ABCC4	Multidrug resistance-associated protein 4
aug_v2a.18394	ABCC4	Multidrug resistance-associated protein 4
aug_v2a.15018	ABCC4	Multidrug resistance-associated protein 4
aug_v2a.02284	ABCC4	Multidrug resistance-associated protein 4
aug_v2a.10603	ABCC4	Multidrug resistance-associated protein 4
aug_v2a.07118	ABCC4	Multidrug resistance-associated protein 4
aug_v2a.02286	ABCC4	Multidrug resistance-associated protein 4
aug_v2a.07117	ABCC4	Multidrug resistance-associated protein 4
aug_v2a.01201	ABCC4	Multidrug resistance-associated protein 4
aug_v2a.08318	ABCC4	Multidrug resistance-associated protein 4
aug_v2a.04255	ABCC4	Multidrug resistance-associated protein 4
aug_v2a.24528	v1g118015	Predicted protein (Fragment)
aug_v2a.15609	v1g118015	Predicted protein (Fragment)
aug_v2a.00326	v1g118015	Predicted protein (Fragment)
aug_v2a.17872	v1g118015	Predicted protein (Fragment)
aug_v2a.18816	v1g166963	Predicted protein
aug_v2a.22367	Atp2b1	Plasma membrane calcium-transporting ATPase 1
aug_v2a.00410	SLC22A15	Solute carrier family 22 member 15
aug_v2a.16388	LRP1	Low-density lipoprotein receptor-related protein 1
aug_v2a.21442	Aqp4	Aquaporin-4
aug_v2a.13617	AQP3	Aquaporin-3
aug_v2a.23856	Scrib	Protein scribble-like
aug_v2a.18621	PTPN13	Tyrosine-protein phosphatase non-receptor type 13
aug_v2a.13036	v1g198917	Predicted protein
aug_v2a.08838	LIN7B	Protein lin-7-like B
aug_v2a.00168	Nlrc3	Protein NLRC3
aug_v2a.19327	Nlrc3	Protein NLRC3
aug_v2a.01718	NLRC3	Protein NLRC3
aug_v2a.12861	NLRC3	Protein NLRC3
aug_v2a.18635	NLRC3	Protein NLRC3
aug_v2a.18146	NLRC3	Protein NLRC3
aug_v2a.10431	NLRC3	Protein NLRC3
aug_v2a.22135	NLRC3	Protein NLRC3
aug_v2a.03160	NLRC3	Protein NLRC3
aug_v2a.00825	Nlrc3	Protein NLRC3
aug_v2a.08463	NLRC3	Protein NLRC3
aug_v2a.21993	Nod2	Nucleotide-binding oligomerization domain-containing protein 2
aug_v2a.13051	Nod2	Nucleotide-binding oligomerization domain-containing protein 2
aug_v2a.02693	NLRC3	Protein NLRC3
aug_v2a.04355	NLRC3	Protein NLRC3
aug_v2a.21706	NLRP12	"NACHT, LRR and PYD domains-containing protein 12"
aug_v2a.08004	NLRP12	"NACHT, LRR and PYD domains-containing protein 12"
aug_v2a.14318	Nlrp3	"NACHT, LRR and PYD domains-containing protein 3"
aug_v2a.00885	Nlrp3	"NACHT, LRR and PYD domains-containing protein 3"
aug_v2a.16040	Nlrp3	"NACHT, LRR and PYD domains-containing protein 3"
aug_v2a.22243	Nlrp3	"NACHT, LRR and PYD domains-containing protein 3"
aug_v2a.03425	Nlrp3	"NACHT, LRR and PYD domains-containing protein 3"
aug_v2a.08386	Nlrp3	"NACHT, LRR and PYD domains-containing protein 3"
aug_v2a.24145	NLRC3	Protein NLRC3
aug_v2a.22104	LUC7L2	Putative RNA-binding protein Luc7-like 2
aug_v2a.08305	LUC7L2	Putative RNA-binding protein Luc7-like 2
aug_v2a.12910	LUC7L2	Putative RNA-binding protein Luc7-like 2
aug_v2a.03424	larp7	La-related protein 7
aug_v2a.08365	larp7	La-related protein 7
aug_v2a.21262	larp7	La-related protein 7
aug_v2a.08578	larp7	La-related protein 7
aug_v2a.21109	larp7	La-related protein 7
aug_v2a.16825	larp7	La-related protein 7
aug_v2a.04678	larp7	La-related protein 7
aug_v2a.04677	larp7	La-related protein 7
aug_v2a.23390	larp7	La-related protein 7
aug_v2a.21260	larp7	La-related protein 7
aug_v2a.16562	larp7	La-related protein 7
aug_v2a.10352	larp7	La-related protein 7
aug_v2a.10299	larp7	La-related protein 7
aug_v2a.16680	larp7	La-related protein 7
aug_v2a.08528	larp7	La-related protein 7
aug_v2a.17759	larp7	La-related protein 7
aug_v2a.24136	larp7	La-related protein 7
aug_v2a.13069	larp7	La-related protein 7
aug_v2a.00149	Pkd1l3	Polycystic kidney disease protein 1-like 3
aug_v2a.00290	Pkd1l3	Polycystic kidney disease protein 1-like 3
aug_v2a.23873	Nlrc5	Protein NLRC5
aug_v2a.14770	Pkdrej	Polycystic kidney disease and receptor for egg jelly-related protein
aug_v2a.20301	PKD1L2	Polycystic kidney disease protein 1-like 2
aug_v2a.10760	PKD1	Polycystin-1
aug_v2a.14055	ADAM9	Disintegrin and metalloproteinase domain-containing protein 9
aug_v2a.03804	ADAM9	Disintegrin and metalloproteinase domain-containing protein 9
aug_v2a.16730	slc16a10	Monocarboxylate transporter 10
aug_v2a.09389	Slc16a2	Monocarboxylate transporter 8
aug_v2a.00988	Slc16a10	Monocarboxylate transporter 10
aug_v2a.10077	Slc16a10	Monocarboxylate transporter 10
aug_v2a.16481	Slc8a2	Sodium/calcium exchanger 2
aug_v2a.08847	DISP1	Protein dispatched-like 1
aug_v2a.06102	SLC22A8	Solute carrier family 22 member 8
aug_v2a.20252	SLC41A1	Solute carrier family 41 member 1
aug_v2a.10354	Myof	Myoferlin
aug_v2a.04605	otof	Otoferlin
aug_v2a.00193	Scrib	Protein scribble-like
aug_v2a.02973	Slc9b2	Mitochondrial sodium/hydrogen exchanger 9B2
aug_v2a.18471	SLC9B2	Mitochondrial sodium/hydrogen exchanger 9B2
aug_v2a.12269	rhbg	Ammonium transporter Rh type B
aug_v2a.04172	NDRG3	Protein NDRG3
aug_v2a.05409	Pcmt1	Protein-L-isoaspartate(D-aspartate) O-methyltransferase
aug_v2a.03727	Trpc5	Short transient receptor potential channel 5
aug_v2a.08917	Trpc2	Short transient receptor potential channel 2
aug_v2a.00844	Slc8a1	Sodium/calcium exchanger 1
aug_v2a.14098	PKD1L2	Polycystic kidney disease protein 1-like 2
aug_v2a.16936	Pkd1l2	Polycystic kidney disease protein 1-like 2
aug_v2a.00533	N323_03611	Canalicular multispecific organic anion transporter 1 (Fragment)
aug_v2a.11197	ABCB1	Multidrug resistance protein 1
aug_v2a.00227	Ptprq	Phosphatidylinositol phosphatase PTPRQ (Fragment)
aug_v2a.01396	USH2A	Usherin
aug_v2a.01229	USH2A	Usherin
aug_v2a.15285	USH2A	Usherin
aug_v2a.15409	USH2A	Usherin
aug_v2a.23246	v1g79767	Predicted protein (Fragment)
aug_v2a.18887	Tnik	Traf2 and NCK-interacting protein kinase
aug_v2a.06109	Fam65a	Protein FAM65A
aug_v2a.04484	v1g113330	Predicted protein (Fragment)
aug_v2a.02442	DRAM2	DNA damage-regulated autophagy modulator protein 2
aug_v2a.23245	tmem150b	Transmembrane protein 150B
aug_v2a.09467	WWC2	Protein WWC2
aug_v2a.10560	8038847	"Bitesize isoform, putative"
aug_v2a.24039	v1g200394	Predicted protein
aug_v2a.01831	AWC38_SpisGene19114	Eukaryotic translation initiation factor 3 subunit A
aug_v2a.05732	Prom1	Prominin-1
aug_v2a.09456	prom1a	Prominin-1-A
aug_v2a.16366	TMEM30A	Cell cycle control protein 50A
aug_v2a.20874	RAPGEF6	Rap guanine nucleotide exchange factor 6
aug_v2a.17928	Slc7a9	"B(0,+)-type amino acid transporter 1"
aug_v2a.08199	RAB27A	Ras-related protein Rab-27A
aug_v2a.17486	Akr1a1	Alcohol dehydrogenase [NADP(+)]
aug_v2a.14103	Akr1a1	Alcohol dehydrogenase [NADP(+)]
aug_v2a.08273	Oxr1	Oxidation resistance protein 1
aug_v2a.08301	AWC38_SpisGene12566	Putative sodium-dependent transporter
aug_v2a.14709	KP79_PYT14021	Riboflavin transporter 2
aug_v2a.07702	TRPV6	Transient receptor potential cation channel subfamily V member 6
aug_v2a.15638	LCT	Lactase-phlorizin hydrolase
aug_v2a.15637	AWC38_SpisGene4558	Uncharacterized protein
aug_v2a.12362	SLC2A3	"Solute carrier family 2, facilitated glucose transporter member 3"
aug_v2a.13813	Slc34a2	Sodium-dependent phosphate transport protein 2B
aug_v2a.06079	Slc34a2	Sodium-dependent phosphate transport protein 2B
aug_v2a.05253	PROM2	Prominin-2
aug_v2a.00507	EGF1	Fibropellin-1
aug_v2a.19541	RAPGEF6	Rap guanine nucleotide exchange factor 6
aug_v2a.04465	RAPGEF6	Rap guanine nucleotide exchange factor 6
aug_v2a.04466	RAPGEF6	Rap guanine nucleotide exchange factor 6
aug_v2a.03776	SCNN1B	Amiloride-sensitive sodium channel subunit beta
aug_v2a.05810	Myo7a	Unconventional myosin-VIIa
aug_v2a.17083	Myo7a	Unconventional myosin-VIIa
aug_v2a.20390	Hip1r	Huntingtin-interacting protein 1-related protein
aug_v2a.09468	Hip1r	Huntingtin-interacting protein 1-related protein
aug_v2a.11173	Hip1r	Huntingtin-interacting protein 1-related protein
aug_v2a.19671	SHROOM2	Protein Shroom2
aug_v2a.24547	Slc23a1	Solute carrier family 23 member 1
aug_v2a.16974	BMPR2	Bone morphogenetic protein receptor type-2
aug_v2a.15042	Slc23a2	Solute carrier family 23 member 2
aug_v2a.21102	ITGAV	Integrin alpha-V
aug_v2a.10571	Slc23a1	Solute carrier family 23 member 1
aug_v2a.14672	fgfr1	Fibroblast growth factor receptor 1
aug_v2a.22779	Ret	Proto-oncogene tyrosine-protein kinase receptor Ret
aug_v2a.22959	CD63	CD63 antigen
aug_v2a.07160	scnn1g-a	Amiloride-sensitive sodium channel subunit gamma
aug_v2a.20120	Slc12a2	Solute carrier family 12 member 2
aug_v2a.16994	SLC9A3R2	Na(+)/H(+) exchange regulatory cofactor NHE-RF2
aug_v2a.10992	Prkg1	cGMP-dependent protein kinase 1
aug_v2a.04103	Pde6	"cGMP-specific 3',5'-cyclic phosphodiesterase"
aug_v2a.19118	Pde6	"cGMP-specific 3',5'-cyclic phosphodiesterase"
aug_v2a.14307	Pde11	"Dual 3',5'-cyclic-AMP and-GMP phosphodiesterase 11"
aug_v2a.08439	Naalad2	N-acetylated-alpha-linked acidic dipeptidase 2
aug_v2a.08440	Naaladl1	N-acetylated-alpha-linked acidic dipeptidase-like protein
aug_v2a.01019	Plb1	"Phospholipase B1, membrane-associated"
aug_v2a.03522	naglt1	Sodium-dependent glucose transporter 1
aug_v2a.05328	AWC38_SpisGene12510	Bone morphogenetic protein 1-like
aug_v2a.23721	CSMD2	CUB and sushi domain-containing protein 2
aug_v2a.21206	tll2	Tolloid-like protein 2
aug_v2a.23134	GBA3	Cytosolic beta-glucosidase
