GenBank Nucleotide Accession	GenBank Protein Accession
BC002682	AAH02682
NM_004090	NP_004081; EAW51668; ; P51452; BAG70238; AAV38329; EAW51667; AAH02682; AAH35701; AAA35777
U29538	EAW88477; Q13642; BAG52401; BAD97019; AAH10998; AAD21579; AAC72886; BAH13020; BAH13036; NP_001153173; NP_001356255; EAW88478; EAW88479; BAF82100; CAG33255; NP_001161291; NP_001317588; NP_001356259; NP_001440; AAC72390; BAG53680; BAH12503; BAH13384; XP_006724809; BAH13529; NP_001153174; NP_001356257; NP_001356258; BAH13019; AAH88369; AAC35421; AAC52021; XP_024308122; NP_001153172; NP_001153175; NP_001356256; NP_001356260; ; AAF32351; EAW88476; BAH14237; AAC50795; XP_006724806; NP_001153171; NP_001153176
NM_001449	EAW88477; Q13642; BAG52401; BAD97019; AAH10998; AAD21579; AAC72886; BAH13020; BAH13036; NP_001153173; NP_001356255; EAW88478; EAW88479; BAF82100; CAG33255; NP_001161291; NP_001317588; NP_001356259; NP_001440; AAC72390; BAG53680; BAH12503; BAH13384; XP_006724809; BAH13529; NP_001153174; NP_001356257; NP_001356258; BAH13019; AAH88369; AAC35421; AAC52021; XP_024308122; NP_001153172; NP_001153175; NP_001356256; NP_001356260; ; AAF32351; EAW88476; BAH14237; AAC50795; XP_006724806; NP_001153171; NP_001153176
NM_006349	BAG35072; AAH17333; O43257; AAD45833; ; CAG33273; EAW50209; EAW50207; EAW50208; NP_006340; EAW50206; XP_011514041; AAF03558; AAB88578
AY008268	AAG16638
NM_020150	AAL27183; NP_064535; NP_001136120; AAQ13891; Q9NR31; AAF81741; AAM69363; CAB66658; AAG16638; EAW54380; EAW54381; BAG60781; EAW54379; CAG38523; EAW54378; BAG35376; AAH03658; ; CAH25921; AAP97196
BF675004	-
NM_004643	EAW66167; AAH10939; NP_001347481; EAW66168; Q86U42; ; NP_001347480; NP_004634; AAC39596; BAG57089; CAD62310
NM_004238	EAW70908; ; AAC41731; XP_024308995; XP_024309000; XP_024309005; NP_001335244; NP_001335247; NP_001335249; NP_001335256; NP_001335264; EAW70897; XP_024308996; XP_024309002; XP_024309003; NP_001335257; NP_001335258; NP_001335263; AAY14755; EAW70906; Q14669; XP_024308993; XP_024309006; XP_024309010; NP_001271145; NP_001335251; NP_001335254; NP_001335255; NP_001335259; NP_004229; EAW70901; EAW70902; AAI14557; XP_005247018; XP_016860772; XP_016860779; XP_024308992; XP_024308994; XP_024308998; XP_024309001; XP_024309007; XP_024309011; CCO13843; EAW70898; AAI13892; ACC99349; XP_016860778; XP_024308999; XP_024309004; NP_001271144; NP_001335261; AAY14681; EAW70900; EAW70903; EAW70907; BAG63758; XP_024308991; XP_024309009; NP_001335248; NP_001335252; NP_001335262; AAX82004; EAW70899; EAW70904; BAA05837; XP_024309008; NP_001271143; NP_001335246; NP_001335253; NP_001335260; EAW70896; EAW70905; XP_024308997; NP_001335245; NP_001335250; NP_001335265
AA729218	-
W02593	-
NM_006618	EAW91432; CAB43532; BAG50904; NP_001300971; NP_001334520; CAB61368; XP_011507393; AAQ82849; CAB61395; EAW91433; EAW91435; AAD16061; ; CAB63108; CAB61375; NP_006609; BAA34803; BAG51084; BAG51090; XP_011507394; BAG53706; CAB70847; XP_011507392; EAW91434; Q9UGL1
NM_001614	AAX82176; AAX82225; AAX82228; AAX82289; AAX82291; AAX82296; AAX82297; AAH07442; AAX82219; AAX82224; AAX82252; AAX82280; AAX82304; AAX82307; BAG65416; AAH09544; AAH15005; AAH15695; AAH53572; ACF94484; ; AAX82211; AAX82226; AAX82292; AAX82294; AAX82302; AAX82303; CBJ05782; BAF84626; AAH00292; AAH12050; AAH17450; AAX82173; AAX82177; AAX82178; AAX82179; AAX82181; AAX82185; AAX82216; AAX82220; AAX82221; AAX82253; AAX82274; AAX82276; AAX82283; AAX82284; P63261; AAH10999; AAX82175; AAX82180; AAX82182; AAX82186; AAX82212; AAX82213; AAX82215; AAX82229; AAX82279; AAX82281; AAX82298; AAX82305; AAX82306; AAH04223; AAH10417; AAH15779; AAH18774; AAX82184; AAX82191; AAX82275; AAX82300; AAH23548; AAA51580; NP_001186883; NP_001605; AAA51579; AAX82174; AAX82183; AAX82189; AAX82192; AAX82222; AAX82230; AAX82277; AAX82278; AAX82282; AAX82293; AAX82295; AAX82299; CBJ21234; BAG62762; AAH01920; AAH09848; CAA27723; AAX82190; AAX82214; AAX82217; AAX82218; AAX82223; AAX82227; AAX82250; AAX82301; AAV38659
J03263	BAG63075; AAA59524; NP_005552; AAH07845; ; AAF66141; AAH93044; P11279; XP_011535796; EAX09203; BAD92556; AAA60382; AAH06345; EAX09202; BAG52545; AAH21288
NM_005561	BAG63075; AAA59524; NP_005552; AAH07845; ; AAF66141; AAH93044; P11279; XP_011535796; EAX09203; BAD92556; AAA60382; AAH06345; EAX09202; BAG52545; AAH21288
NM_004130	BAG35212; AAD52093; AAB09752; AAB00114; XP_016861764; NP_004121; ; EAW78899; BAG61788; CAA56073; EAW78895; CAG38784; EAW78900; AAD31084; EAW78897; P46976; XP_016861765; EAW78896; EAW78898; AAH31096; NP_001171649; NP_001171650; EAW78894; EAW78901; AAH00033
NM_002388	EAX04366; NP_001353301; NP_001353303; NP_002379; P25205; BAG62421; BAG35772; CAA44078; NP_001257401; BAA07267; ALQ33628; NP_001353300; EAX04367; ALQ33629; AAK56392; AAH01626; NP_001353298; AAT27321; BAD96306; NP_001353302; ; BAG61508; AAH03509; NP_001353299; NP_001353304; CBX85467; BAG63176
BC002737	AAH02737
NM_014232	AAA60604; EAW90087; AAH33870; AAF15551; EAW90086; P63027; CAA12385; ; AAH19608; AAH02737; NP_001317054; BAF82244; CAH10733; NP_055047
NM_003610	; BAF84936; AAR04856; XP_005260639; NP_001015885; EAW75525; XP_011527390; XP_016883597; AAR24621; AAI06924; AAC28126; XP_005260640; EAW75523; P78406; EAW75524; XP_011527389; CCO13798; AAI03755; XP_011527391; AAI06925; NP_003601
AF109196	AAD26136
NM_013943	EAW95146; EAW95143; Q9Y696; AAD26136; BAG53175; CAB55916; BAA91794; EAW95142; BAG37528; AAH12444; ; AAD38446; EAW95144; NP_039234; BAG62986; CAG38532; ADO22292; EAW95145
NM_014944	O94985; BAF82487; BAG65563; NP_001009566; AAQ04552; NP_055759; EAW71630; AAH33902; ; EAW71629; BAA74934; NP_001289812; BAG50945; BAG51814; AAV30551
NM_003104	AAA80566; BAH12142; BAG59194; BAG35352; AAB61898; AAH21085; ACI46008; AAA66064; Q00796; ; EAW77285; AAA80565; NP_003095; EAW77284; AAH25295
L29008	AAA80566; BAH12142; BAG59194; BAG35352; AAB61898; AAH21085; ACI46008; AAA66064; Q00796; ; EAW77285; AAA80565; NP_003095; EAW77284; AAH25295
NM_003088	ADO22449; AAA62201; CBX47601; BAG53015; BAG38194; AAH06304; BAG53141; AAH07988; NP_003079; AAL01526; AAH07948; EAW87345; EAW87346; AAH00521; ; EAW87344; AAH07643; AAP35282; Q16658; AAH07539; AAA86442
NM_002166	EAX01018; BAD96402; AAH30639; AAY14810; BAA02990; BAG34927; EAX01019; ; NP_002157; Q02363; AAV35470; AAA58681
D13891	EAX01018; BAD96402; AAH30639; AAY14810; BAA02990; BAG34927; EAX01019; ; NP_002157; Q02363; AAV35470; AAA58681
NM_002078	AAG34907; XP_005265128; XP_024309225; XP_024309226; EAW64494; BAD92930; AIJ28482; CAA54261; XP_005265132; XP_006713173; XP_016861673; XP_016861677; XP_024309224; NP_001166184; NP_002069; AAH50444; EAW64495; EAW64496; AAS98194; XP_005265130; XP_005265131; XP_016861676; BAF83239; AAC50434; Q13439; AAH45543; CAA58041; XP_005265126; XP_005265127; XP_005265129; ; BAG61965; AAC51791; XP_011531900; XP_016861674; XP_016861675
NM_014402	O14949; NP_055217; AAH01390; ; AAH90048; EAW62308; BAH12487
NM_015380	Q9Y512; ; BAG53408; BAG60116; NP_056195; AAD34046; CAG30369; EAW73326; AAO85221; AAH11681; BAA91498; AAH15200; AAH07830; BAD96377
AI656493	-
NM_001921	EAX04697; EAX04699; BAG56683; XP_011529978; NP_001338673; ; BAG36033; NP_001338682; XP_005262838; XP_016863309; XP_016863313; NP_001338672; AAC37579; EAX04701; P32321; AAA35755; XP_005262835; XP_016863311; NP_001338676; NP_001338677; EAX04698; AAH01286; XP_005262839; XP_006714178; NP_001012750; EAX04700; XP_006714179; XP_011529977; NP_001338674; NP_001912; AAH88357; XP_011529976; XP_016863312; NP_001338679
M75715	; EAW62130; EAW62133; EAW62134; AAH88358; NP_001269114; P62495; XP_016864710; AAA36665; EAW62132; AAP36038; NP_004721; BAG35411; AAH14269; NP_001243231; AAD43966; EAW62131; CAA57281; NP_001278904; NP_001278903; BAH13684; AAB49726; NP_001351089
NM_004730	; EAW62130; EAW62133; EAW62134; AAH88358; NP_001269114; P62495; XP_016864710; AAA36665; EAW62132; AAP36038; NP_004721; BAG35411; AAH14269; NP_001243231; AAD43966; EAW62131; CAA57281; NP_001278904; NP_001278903; BAH13684; AAB49726; NP_001351089
NM_012245	AAB48857; BAF84963; AAH46105; AAV38863; ; AAF01479; Q13573; BAH14458; CAG33714; XP_005267470; NP_001305773; AAF23325; AAH65286; AAI05586; AAC15912; EAW81306; BAG57078; CAE11690; NP_036377; EAW81305; EAW81307; AAC31697; AAV38864; AAI08904; EAW81308; BAG63598; AAH40112
NM_000404	BAD96811; BAH12915; AAA35599; NP_001073279; ADV75804; EAW64445; AAH07493; AAA51822; AAB19814; EAW64442; AAA51823; NP_001380509; EAW64444; AAP35811; NP_000395; BAH13196; NP_001129074; NP_001303969; ; EAW64443; BAD96483; P16278; BAH13341; BAG35825; AAA51819
NM_000269	EAW94568; P15531; BAF83794; CAA51527; NP_937818; ; BAA05733; AAH18994; AAH00293; CAA35621; AAO85436; ADO22450; NP_000260; CAG46912; CAA53270; CAG46901
NM_005397	AAI12036; NP_001018121; BAD97293; NP_005388; O00592; AAB61574; EAL24080; BAB71022; AAI43319; EAW83786; EAW83787; AAH93730; 
NM_005245	BAA21568; NP_005236; CAA60685; XP_005262891; XP_005262892; Q14517; ; EAX04614; EAX04615; XP_006714202; CCQ43310; EAX04616
AL544094	-
BF572868	-
AL121900	EAX10231; XP_016883082; NP_001166217; ; EAX10235; BAG58980; AAH05032; NP_006354; AAH95404; EAX10232; EAX10233; NP_116780; NP_116781; BAG61217; CAA65775; EAX10234; Q15437; BAG61466; AAH05404; NP_001166216; NP_001335887; QZW25477; NP_001335886; A0A096LP01; QZW25476; AAL57046; AAI00924; NP_543010; Q8TEA8; AAI00926; NP_001304972; XP_005260929; EAX10227; EAX10228; BAB85044; AAH45167; BAF84129; AAI00925; AAI00927
NM_006363	EAX10231; XP_016883082; NP_001166217; ; EAX10235; BAG58980; AAH05032; NP_006354; AAH95404; EAX10232; EAX10233; NP_116780; NP_116781; BAG61217; CAA65775; EAX10234; Q15437; BAG61466; AAH05404; NP_001166216
NM_005804	; EAW84414; XP_011525922; EAW84417; AAH32128; XP_024307079; XP_006722669; CAH10601; EAW84418; BAG16272; XP_011525923; EAW84416; BAG57295; BAG63290; AAB50231; XP_024307080; EAW84415; O00148; AAH01009; XP_024307078; NP_005795
BG035151	-
NM_005066	AAH04534; CAA50283; XP_016857542; XP_016857543; EAX07423; P23246; EAX07424; AAH51192; XP_005271172; ; EAX07425; ADO22475; ADO22214; XP_005271169; EAX07421; EAX07422; AAH27708; CAA34747; XP_005271170; EAX07426; XP_011540252; NP_005057
NM_001569	EAW72760; EAW72763; EAW72765; ; AAC08756; CCQ43144; AAY88246; AAC41949; NP_001560; P51617; EAW72764; EAW72762; AAH14963; AAH54000; EAW72761; AAK62888; XP_005274725; NP_001020413; NP_001020414
NM_004786	BAD92500; XP_024307058; AAC05830; ; ACI46045; EAW63036; O43396; BAG52957; XP_011524566; AAF66676; BAG36407; AAH01156; XP_016881583; EAW63034; AAC39599; XP_024307057; EAW63035; AAC39898; NP_004777
D80000	BAA11495
NM_004039	EAW77583; AAH52567; AAH93056; XP_024305676; ; BAG52463; AAH21114; CAE45704; AAH68065; EAW77584; BAG60240; XP_016877579; EAW77582; EAW77587; AAH23990; AAH52558; AAP36100; ACI45994; XP_016877582; NP_001002858; EAW77585; EAW77586; AAH09564; AAH66955; BAA05730; XP_016877580; AAH01388; AAH16774; BAA00013; NP_004030; CAH59520; P07355; AAH15834; ADO22157; XP_016877581; NP_001002857; NP_001129487
NM_007184	XP_006713018; NP_009115; Q9Y2I1; AAC33104; AAH38102; NP_001263222; BAG60023; BAG63739; BAF84087; NP_001263223; EAW65229; EAW65228; EAW65230; AAC33321; CAB55920; EAW65231; BAA76819; BAG51306; BAG51321; AAH56900; XP_016861132; ; AAH54494; XP_005264896
NM_003756	BAD96240; AAC84044; EAW91959; O15372; BAG58901; CAG33187; ; AAH90880; EAW91956; BAD96340; AAV38401; AAD03465; NP_003747; BAG52660; AAH00386; EAW91957; EAW91958
AV716798	-
NM_005134	XP_011524081; EAX01600; AAB50211; Q8TF05; XP_016881594; XP_016881596; NP_001035847; ; AAL78298; AAH60829; NP_005125; AAS59409; EAX01599; AAD43008; NP_001369491; EAX01598; AAD09818; BAF85227; BAG57259; BAG58445; BAG37566; XP_011524077; XP_011524078
NM_018471	; AAF28981; EAX10935; EAX10936; AAH21102; AAQ13514; AAL55770; BAH12828; NP_060941; AAX88885; BAA91968; XP_016859991; Q8WU90; AAF67649; BAG60024
NM_000224	BAD96813; CBU30436; CBU83085; EAW96655; AAH08636; AAA73889; AAH72017; CAA31369; AAX07828; AAH09754; AAV38219; NP_000215; ; P05783; BAG36700; AAH00180; AAH04253; AAH20982; CAA31375; EAW96656; AAH00698; CAA31377; NP_954657
NM_001865	; AAI00853; AAI33655; CAG28574; P14406; AAI01829; XP_024302098; NP_001353221; NP_001856; AAF61396; BAG35088; AAI00855; EAW48746; CAG46922; NP_001353222; EAW48747; AAI00854; AAI01827; CCF23109; CAA33820
NM_001567	EAW74855; EAW74854; XP_024304271; NP_001558; AAI40854; XP_024304270; O15357; AAA50503; CAA74743; XP_024304269; XP_024304272; ; AAA96658; XP_005274036; XP_011543301; XP_024304273
NM_000274	AEE61041; AAA36386; AAB20297; CAA68809; NP_001309896; ; CAG33326; AAA59958; BAD92054; AAA59956; NP_001165285; NP_001309900; BAH14318; AAH00964; EAW49271; P04181; BAH12241; BAG35458; AAB20298; NP_001309898; NP_001309899; CAH18668; AAA59959; XP_016871768; NP_001309894; EAW49272; NP_001309895; AAH16928; NP_000265; NP_001309897; NP_001309903
NM_007273	-
NM_003641	BAF83169; AAP35837; CAA59337; EAW61219; EAW61218; AAH00897; ; P13164; AAA35494; NP_003632
BE737620	-
AI817061	-
NM_002480	EAW97353; BAG36872; NP_001231919; EAW97355; O14974; ; BAB39107; AAI11753; NP_001137357; EAW97354; EAW97356; AAQ88438; AAH47898; NP_002471; BAG63921; AAH13941; EAW97351; AAH92481; EAW97352; AAM49717; BAA22378; NP_001137358; NP_001231921
NM_004368	CAG46609; EAW69567; BAG60119; AAI41819; AAI41834; NP_001290430; NP_958434; BAG54322; BAG56715; BAA20887; NP_001290428; ; EAW69566; EAW69570; BAG62450; CAG46630; BAA12090; EAW69565; Q99439; BAD96644; EAW69568; EAW69569; BAG58257; AAI48265; NP_004359
BE796924	-
AI694451	-
NM_007062	BAF83370; AAH00067; Q13610; AAH32127; NP_001304891; EAW97803; BAG60273; AAH10921; ; BAD96882; BAG58967; AAH01652; AAH46144; NP_001304892; NP_008993; EAW97802; AAH40135; AAA65201
AL578502	-
AF064084	AAC16554
NM_012405	O60725; AAF89831; XP_011539442; EAW71522; AAC16554; NP_036537; EAW71523; AAH28168; CAG46472; CAG46512; ; BAG52623
NM_000696	AAB06721; AAF43600; BAG63554; NP_001352703; EAW90758; P49189; BAG63893; AAB18827; NP_000687; BAG57002; AAI51142; BAG63549; AAI51141; BAG35618; CAA53176; ; BAG63226
BC000519	-
NM_003707	BAG70161; ADO22330; AAM45570; AAD04427; AAP35706; BAG70038; ; Q9Y265; BAD96295; CAB46271; XP_016862846; BAA28169; AAC77819; BAD96283; BAG35217; AAH12886; ABF13334; NP_001306013; CAA08986; BAG52489; AAH02993; XP_011511550; XP_011511551; NP_003698; EAW79323; XP_005247898; XP_016862845; NP_001306015
AI685060	-
AL577531	-
NM_004342	Q05682; BAG60727; BAG65492; CAI46261; ; BAH13250; CAD98104; BAA14419; XP_024302711; EAW83827; EAW83831; BAF82375; AAH14035; AAH40354; NP_004333; NP_149347; BAB93509; BAA14418; AAA58420; XP_024302710; NP_149131; EAW83826; EAW83828; EAW83830; EAW83833; EAW83834; AAF69498; XP_016868143; NP_149130; CAJ29926; EAW83832; EAW83835; AAH05006; AAH61926; AEE61237; AAA35636; AAA58419; XP_016868139; XP_016868141; NP_149129
NM_003801	EAW82164; O43292; BAA24035; EAW82161; EAW82163; NP_003792; EAW82165; BAG35625; AAH04129; BAA82587; CAH05399; BAA82590; AAH03171; BAA82588; CAB75660; ; EAW82162; AAH06383
NM_006793	ABB84468; EAW49398; EAW49399; AAH07062; AAH21691; AAH22373; BAA08389; ADO22320; EAW49397; AAV38810; NP_006784; ; P30048; AAH08435; ABO65078; CAA59443; EAW49396; AAH09601; AAH59169; AAI11398; AAF22017; BAD96379; CAG29340; BAG35987; AAH02685; NP_001289201
NM_003791	CCQ43234; EAW95505; ; BAG61133; BAF84462; XP_016879305; Q14703; AAI14962; NP_003782; BAG52308; XP_016879306; EAW95506; CAB63727; AAI14556; BAA07653; XP_024306245
NM_005380	; EAW94895; BAF84790; NP_005371; EAW94894; BAG62517; AAL15440; BAA05671; NP_001191014; NP_001265094; BAA92265; AAH12037; NP_001265095; P41271; BAG36074; NP_001191013; NP_001191015; NP_001265093; AAV38230; NP_877421
NM_014390	EAW83637; AAH17180; AAA80488; NP_055205; EAW83635; BAG65061; AAP31683; BAG35238; AAP88787; AEE61186; ; EAW83636; Q7KZF4; BAG53329; BAD92747; XP_016867476
BC000629	AAH00629
NM_001349	EAX11618; EAX11620; BAD96196; AAI07750; NP_001280241; AEE61102; BAF83296; AAX07827; EAX11619; AAY24055; EAX11617; AAP35356; CAH18669; AAA35567; NP_001340; P14868; ; AAY15029; AAH00629
BE300521	-
BG292233	-
NM_005542	EAL23729; EAX04529; ; AAP35891; APU88431; NP_001333520; NP_001333523; AAB69121; NP_001333519; EAX04531; O15503; AAM44086; NP_001333522; NP_938150; EAX04530; AAH01880; NP_005533; EAL23728; EAL23730; EAX04532; BAF84364; NP_001333521; NP_938151
NM_006570	BAG35858; Q7L523; AAB63255; ; EAW58653; AAH06433; AAH09990; CAA62131; NP_006561
BE872974	-
NM_004300	EAX01114; CAA76416; BAF82623; AAB59354; AAB59355; NP_001035739; NP_004291; BAF84550; AAB27085; NP_009030; ; AAB59628; EAX01112; P24666; BAD93075; AAH07422; AAI06012; AAP35800; AAC52067; AAY14958; EAX01111; EAX01116; AEE61174; EAX01113; EAX01115
NM_003897	AAC72344; AQY76893; BAE78619; CAA65304; AAC33793; AAH00844; ; AAC32558; CAA76350; CAA74886; EAX03331; P46695; BAD96308; AAH05080; NP_003888; EAX03330; BAG36846; AAP35349; AQY76892; BAB63319; BAC54933; BAF31268; EAX03329; AAB36278
NM_001414	CAG33112; EAW98425; AAI03764; ; AAI04190; EAW98424; Q14232; AAI04189; CAA64950; BAG57931; NP_001405
AW235051	-
NM_030579	CAI46070; O43169; ; BAA23735; AAH04373; BAF84265; NP_085056; EAW83275; EAW83276; AAH14431
AI990766	-
BG025078	-
NM_005087	CAH05519; CAA62382; XP_016862787; XP_016862788; NP_001013456; ; EAW78366; EAW78367; EAW78368; BAG57790; NP_001013457; CAH05520; XP_005247872; XP_016862789; EAW78369; P51114; AAH28983; XP_005247870; EAW78372; BAG59733; AKH45449; XP_006713838; EAW78365; BAG63558; AKH45448; AKH45451; EAW78370; EAW78371; BAF85322; AAC50155; XP_005247873; NP_001350811; NP_005078; BAG59790; AAQ20045; AKH45450; XP_005247871
BE676642	-
NM_013291	EAW82109; BAG57065; XP_024302908; NP_037423; EAW82107; Q10570; AAH17232; XP_006716611; XP_024302909; XP_024302910; BAB21613; XP_024302907; EAW82106; ; EAW82110; AAC50293; EAW82108
NM_001294	AAP35926; O96005; BAG52034; BAD97273; BAG65291; AAH04865; ; BAH14465; AAH12359; ALQ33444; ALQ33445; NP_001285; BAG56834; NP_001269105; AAC97420; CAH05549; AAC98151; NP_001269104; CAH05548; EAW57315; EAW57314
NM_004335	AAH33873; AAP73804; ; AWF73545; NP_004326; EAW84602; BAG64608; BAA05679; EAW84603; Q10589; BAF83788; BAD96844
NM_005534	BAG36717; NP_001316057; BAF84935; ; CCF76939; AAA16956; NP_005525; EAX09834; EAX09835; AAC52066; ABM53159; AAT45458; P38484; AAA16955; AAH03624
NM_016604	AAF63765; BAG65210; AAI46789; XP_005272075; XP_024301883; EAW62141; Q7LBC6; BAA83034; AAH00539; AAI17694; XP_011541791; XP_016865073; ; EAW62142; AAK13499; AAH01202; XP_011541790; NP_057688
NM_003313	EAW82219; EAW82221; BAG53358; BAG36334; AAH01941; AAH93061; AEE61265; AAC50786; NP_001304712; EAW82217; EAW82220; NP_003304; Q13630; XP_005251108; ; BAG64231; XP_011515571; CAV31711; EAW82218; EAW82222
NM_002160	BAE06120; AAI51844; AAA88083; XP_005252029; XP_011516928; XP_016870169; NP_002151; P24821; AAA36728; XP_006717160; XP_011516927; EAW87435; BAG64930; CAA55309; XP_005252030; XP_016870167; XP_016870170; XP_024303298; XP_005252032; XP_006717164; ; XP_005252031; ABX89318; ADD10730; AAA52703; AAB47574; EAW87434; CAE46051; CAA39628; XP_006717159; XP_006717161; XP_011516930; XP_011516931; XP_016870168
AA885297	-
NM_005506	EAX05779; AAH21892; NP_001191184; NP_005497; ; EAX05780; EAX05781; BAG35851; BAG59150; BAA02177; CCO13808; AAP35585; Q14108
AL039831	-
NM_004223	BAG38109; EAW73758; AAD17525; CAB64566; EAW73756; EAW73757; AAB86433; NP_004214; NP_937826; ; EAW73759; O14933; AAH32491; CAG33407; EAW73755
NM_002276	AAA36044; CBU30437; BAG36071; AAH10409; NP_002267; AAH84574; BAA94607; AAF27048; BAB40770; CBU83086; EAW60743; AAH07628; CAA68556; AAH02539; AAH67744; ; BAA94608; P08727
NM_007229	NP_001171899; NP_001336899; NP_001336903; CAB66779; CAB97538; NP_001171900; ; AAD41781; NP_009160; EAW73277; NP_001336900; Q9UNF0; CAG38554; NP_001336898; EAW73278; CAG30422; NP_001336901; AAH08037; NP_001336897; NP_001336902
NM_006837	EAW86928; AAH01859; CAG46479; AEE61241; Q92905; ; EAW86930; EAW86929; EAW86931; BAD92371; CAH10375; AAD03468; CBH51784; AAH01187; AAH07272; AAB16847; NP_006828
NM_005776	EAW80636; AAC98388; CAF85952; AAI03742; CAD62612; NP_005767; EAW80635; AAQ88998; AAD20960; BAG34838; BAG52000; ; EAW80637; O95406
AI991033	-
M85289	EAW94996; XP_011539620; XP_016856611; AAB95116; AAA52700; NP_001278789; NP_005520; CAC18534; CAA44373; EAW94994; EAW94995; AAL79552; XP_016856610; EAW94997; BAD93088; AAA52699; AAB21121; XP_016856609; ; P98160; AAI09205
NM_000210	; AAD48469; AAX93133; AAI36456; CAA42099; XP_016859497; NP_001352459; NP_001381857; NP_001073286; BAD92079; AAH50585; AAB20355; XP_016859496; P23229; BAG57680; ABH11650; CAA37655; AAB24829; EAX11176; AAB20354; CCF76947; EAX11175; XP_016859494; NP_000201; CCF76946; EAX11177; BAG59130; AAI36457; XP_016859495; NP_001303235; NP_001352458
BE890745	-
AU151560	-
NM_001177	AAH07000; NP_001168; ; EAW97659; AAM12601; BAG64079; P40616; BAG61128; BAG34736; AAP35924; EAW97657; AAC37567; EAW97660; BAG63173; NP_001287997; EAW97658; CAD97629
AL525798	-
NM_004457	NP_976251; EAW70807; EAW70809; AAH41692; EAW70808; BAG50918; BAG37187; BAA37142; NP_001341087; NP_001341088; ; BAB72139; CBF65064; O95573; BAG51167; CBU89935; AAF71110; NP_004448; BAB72074; AAH32144
D89053	BAA37142
NM_005496	EAW78639; EAW78642; CAB66811; XP_006713522; XP_016860980; BAG53807; CAD38803; AAH65259; NP_005487; ; EAW78640; EAW78641; BAA73535; AAC72361; BAG54637; AAH70161; AAI06034; XP_011510614; NP_001002800; Q9NTJ3; AAH01557; XP_011510613; NP_001275682
